gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,17,5,55000.0,3.9,1.0,8.8,4.0,59,False,4,81,85,88,Pass
Female,18,5,55000.0,3.6,1.0,8.5,2.0,63,False,3,87,75,82,Pass
Male,19,4,140000.0,4.4,0.87,6.3,7.0,42,False,5,53,50,42,Fail
Male,17,6,45000.0,3.9,0.869,8.8,5.0,58,False,4,59,71,76,Pass
Male,19,3,40000.0,4.6,1.0,6.9,6.0,47,False,4,70,64,65,Pass
Male,16,2,15000.0,4.2,1.0,6.8,6.0,48,True,2,67,77,82,Pass
Female,16,5,50000.0,3.7,0.928,,7.0,73,True,3,89,96,86,Pass
Female,20,4,35000.0,4.4,0.989,6.1,5.0,40,False,3,68,51,39,Fail
Male,19,2,50000.0,4.4,0.977,8.8,4.0,54,False,3,75,77,76,Pass
Female,18,5,65000.0,4.9,0.951,6.9,5.0,60,False,3,83,82,78,Pass
Male,18,5,40000.0,3.9,0.929,8.8,5.0,55,False,3,56,88,64,Pass
Male,17,4,80000.0,3.2,0.864,9.1,7.0,71,True,3,72,89,80,Pass
Female,21,4,50000.0,3.2,0.823,8.0,7.0,42,True,2,46,54,55,Fail
Male,20,3,25000.0,4.6,0.932,7.7,5.0,44,False,2,55,62,55,Fail
Female,21,5,,3.8,0.886,7.4,5.0,63,False,4,75,71,53,Pass
Female,19,2,35000.0,2.8,0.766,8.0,5.0,23,False,3,30,23,33,Fail
Female,22,2,50000.0,2.7,0.923,7.4,6.0,10,False,3,43,19,30,Fail
Female,18,3,20000.0,3.3,0.88,8.4,5.0,56,False,2,64,60,68,Pass
Female,18,7,50000.0,7.6,1.0,6.0,6.0,38,False,4,86,63,80,Pass
Female,17,3,35000.0,3.3,0.922,9.4,6.0,41,False,3,40,59,53,Fail
Male,18,2,30000.0,3.2,0.838,7.0,6.0,19,False,3,29,20,29,Fail
Female,19,4,55000.0,3.8,0.909,7.4,8.0,50,False,3,71,64,29,Fail
Male,18,5,105000.0,3.5,0.868,7.4,5.0,56,True,3,69,69,81,Pass
Male,19,6,30000.0,4.0,0.971,,5.0,57,True,3,93,100,77,Pass
Male,17,6,145000.0,3.9,0.895,7.8,5.0,46,False,4,50,65,57,Fail
Male,18,2,30000.0,2.7,0.804,8.6,3.0,64,False,3,67,57,57,Pass
Male,19,3,30000.0,3.3,0.879,8.1,3.0,55,False,3,75,64,78,Pass
Male,17,5,25000.0,5.1,1.0,7.2,6.0,76,False,2,88,92,94,Pass
Male,18,3,95000.0,3.8,0.887,6.7,7.0,44,False,3,55,43,45,Fail
Female,17,6,100000.0,5.0,0.886,8.5,9.0,62,False,3,72,77,62,Pass
Female,20,5,40000.0,4.3,0.973,6.9,4.0,79,False,4,85,70,80,Pass
Female,18,2,60000.0,2.8,0.954,7.7,3.0,60,False,4,61,61,72,Pass
Male,18,6,65000.0,4.4,0.935,8.5,6.0,54,False,2,70,66,54,Pass
Male,20,3,55000.0,3.2,0.842,7.6,6.0,45,True,2,54,81,58,Pass
Male,18,4,90000.0,3.5,1.0,6.8,7.0,57,False,3,50,57,44,Fail
Female,18,4,45000.0,3.4,0.866,7.1,7.0,57,False,2,46,43,55,Fail
Female,18,1,20000.0,2.9,0.799,8.1,3.0,32,False,3,51,56,34,Fail
Male,17,6,105000.0,4.3,0.913,9.8,5.0,51,False,5,82,93,79,Pass
Female,15,4,40000.0,3.5,0.862,7.5,4.0,45,False,3,60,46,52,Fail
Male,20,5,85000.0,3.6,1.0,,5.0,52,False,3,72,61,60,Pass
Male,17,3,15000.0,3.9,0.939,8.2,4.0,25,True,4,83,79,81,Pass
Female,18,3,30000.0,3.6,0.786,6.7,5.0,40,True,3,27,47,56,Fail
Female,19,5,80000.0,3.9,0.855,8.6,5.0,67,False,4,95,83,66,Pass
Female,18,4,50000.0,3.2,0.903,6.6,5.0,46,False,3,53,37,29,Fail
Male,18,7,80000.0,6.1,0.968,8.2,7.0,70,False,3,79,97,93,Pass
Male,20,5,70000.0,3.9,0.989,6.5,6.0,62,False,3,58,61,59,Fail
Female,20,4,95000.0,3.6,0.963,7.8,5.0,22,True,4,70,64,56,Pass
Female,16,3,25000.0,6.9,0.847,7.8,6.0,60,False,2,85,54,75,Pass
Male,18,7,85000.0,5.1,0.903,8.6,6.0,70,False,3,96,81,80,Pass
Female,17,6,40000.0,3.8,0.882,8.2,5.0,70,False,2,64,75,69,Pass
Male,17,6,55000.0,3.7,0.99,5.9,5.0,51,False,3,44,65,54,Fail
Male,18,3,35000.0,3.3,0.957,6.9,5.0,64,True,3,90,69,87,Pass
Female,19,3,50000.0,3.4,0.979,7.6,5.0,54,False,3,75,51,61,Pass
Female,18,3,25000.0,3.9,0.872,5.8,7.0,48,False,2,55,47,53,Fail
Female,19,2,15000.0,4.3,0.916,5.3,4.0,52,False,3,65,60,59,Pass
Female,15,4,60000.0,4.9,1.0,8.5,3.0,53,False,3,83,67,66,Pass
Male,19,3,30000.0,3.7,0.818,7.6,4.0,41,False,4,60,76,55,Pass
Female,19,5,40000.0,3.9,0.813,7.2,4.0,58,True,3,77,75,84,Pass
Male,16,3,15000.0,3.2,0.847,8.5,4.0,41,False,3,59,64,44,Fail
Female,21,3,55000.0,3.0,0.846,8.0,5.0,50,False,3,34,68,52,Fail
Female,19,6,55000.0,5.4,0.954,7.3,6.0,57,True,3,75,94,73,Pass
Male,17,5,50000.0,3.6,0.981,6.9,6.0,62,False,4,70,65,55,Pass
Male,18,3,105000.0,3.0,0.93,7.6,5.0,53,False,4,55,61,64,Pass
Female,16,5,110000.0,3.6,0.806,9.3,6.0,44,False,3,44,77,60,Pass
Male,19,5,50000.0,4.4,0.878,6.7,5.0,54,True,5,87,86,100,Pass
Male,17,2,25000.0,2.9,0.936,7.7,2.0,37,False,3,71,65,68,Pass
Male,18,2,55000.0,3.8,0.856,6.5,6.0,31,False,3,46,46,39,Fail
Female,18,4,30000.0,4.5,0.945,6.6,6.0,50,False,3,52,69,35,Fail
Male,16,2,40000.0,3.4,0.927,7.7,6.0,33,False,3,50,39,40,Fail
Female,20,4,25000.0,4.3,0.907,7.4,6.0,24,True,2,64,58,64,Pass
Male,17,4,55000.0,3.4,0.889,8.0,4.0,32,False,3,59,45,45,Fail
Female,20,5,80000.0,6.4,0.942,6.7,7.0,41,False,2,71,56,64,Pass
Female,16,6,30000.0,4.4,1.0,8.5,7.0,63,False,3,76,78,66,Pass
Female,16,5,60000.0,3.4,0.797,7.3,4.0,56,False,3,57,60,70,Pass
Male,18,5,95000.0,5.9,0.897,9.7,7.0,47,False,2,69,75,66,Pass
Female,18,6,70000.0,5.8,0.91,6.4,6.0,72,False,4,77,79,71,Pass
Male,17,2,15000.0,3.5,0.884,8.3,4.0,65,False,2,83,66,76,Pass
Male,17,2,55000.0,3.1,0.815,8.1,2.0,40,False,3,59,62,57,Fail
Female,19,2,40000.0,2.7,0.848,,4.0,57,True,2,51,56,71,Fail
Male,17,1,20000.0,2.6,0.927,6.9,5.0,28,False,2,36,22,29,Fail
Female,19,2,15000.0,3.7,0.85,6.7,4.0,16,False,2,48,35,30,Fail
Female,17,5,45000.0,3.6,0.897,7.8,5.0,69,False,2,64,64,63,Pass
Male,15,2,100000.0,4.7,0.937,8.0,5.0,59,False,3,68,85,58,Pass
Female,15,5,110000.0,3.7,0.879,8.9,4.0,50,True,4,87,83,75,Pass
Female,19,3,75000.0,5.9,0.993,6.8,4.0,26,False,3,72,59,69,Pass
Female,19,5,100000.0,3.9,0.928,7.6,7.0,39,False,3,46,60,43,Fail
Female,17,3,40000.0,3.7,0.956,9.2,5.0,38,True,2,66,73,62,Pass
Female,17,1,20000.0,3.0,0.866,8.0,6.0,30,True,3,53,56,52,Fail
Female,19,2,35000.0,2.7,0.861,7.4,5.0,37,False,3,51,35,32,Fail
Female,17,5,95000.0,3.7,0.851,9.5,6.0,55,True,3,63,56,70,Pass
Female,17,5,15000.0,3.6,0.929,6.6,6.0,64,False,4,67,71,61,Pass
Female,18,5,85000.0,3.5,0.886,8.9,4.0,45,False,2,56,75,63,Pass
Male,17,5,70000.0,3.6,0.838,9.5,4.0,57,True,4,98,96,98,Pass
Female,16,3,30000.0,3.5,0.881,7.2,5.0,56,True,2,64,66,74,Pass
Female,17,2,45000.0,2.9,0.815,7.1,8.0,39,False,3,28,33,44,Fail
Male,18,7,45000.0,5.8,0.893,7.2,5.0,62,False,3,80,93,81,Pass
Male,18,5,105000.0,6.9,0.972,7.6,6.0,36,True,3,99,98,86,Pass
Female,21,2,15000.0,2.9,0.936,,5.0,44,False,3,23,22,49,Fail
Female,18,5,60000.0,4.3,0.888,6.5,6.0,79,True,2,86,88,77,Pass
Male,19,3,20000.0,4.6,0.997,8.4,8.0,34,False,3,36,66,49,Fail
Male,19,5,140000.0,4.8,0.939,7.8,5.0,52,False,4,70,56,64,Pass
Male,17,3,25000.0,3.0,0.91,9.4,6.0,34,True,2,65,72,56,Pass
Female,19,3,35000.0,3.2,0.834,6.9,6.0,20,True,3,50,37,34,Fail
Male,19,2,40000.0,3.7,0.861,6.9,6.0,40,True,2,56,63,55,Fail
Male,18,3,15000.0,3.7,0.981,9.2,6.0,32,True,2,51,71,39,Fail
Male,19,2,90000.0,4.9,0.888,6.6,5.0,57,False,3,68,62,75,Pass
Female,20,2,45000.0,2.7,0.821,5.5,2.0,51,False,3,45,66,67,Fail
Female,15,1,25000.0,3.8,1.0,7.2,7.0,37,False,4,46,62,53,Fail
Male,18,4,35000.0,7.9,1.0,6.7,8.0,47,False,3,61,95,77,Pass
Male,19,5,85000.0,4.0,0.863,6.1,7.0,36,False,3,50,46,31,Fail
Male,21,6,85000.0,3.9,0.87,7.1,5.0,73,False,3,83,80,52,Pass
Male,18,5,110000.0,3.5,0.932,9.3,4.0,76,True,3,92,87,85,Pass
Female,16,4,45000.0,5.8,0.953,9.0,8.0,43,False,4,75,70,72,Pass
Male,19,5,45000.0,4.5,0.954,8.0,7.0,59,False,2,77,64,60,Pass
Male,18,4,90000.0,5.7,1.0,7.5,5.0,68,False,4,100,95,94,Pass
Female,19,5,35000.0,4.5,0.938,7.0,6.0,52,False,2,74,63,42,Fail
Male,18,3,30000.0,3.3,0.867,7.9,7.0,39,False,4,56,42,54,Fail
Male,18,3,40000.0,3.8,0.877,8.3,4.0,44,False,3,73,50,74,Pass
Female,18,5,25000.0,3.8,0.888,6.8,5.0,58,False,4,72,59,47,Fail
Male,22,1,25000.0,2.7,0.858,8.2,6.0,40,False,2,44,40,19,Fail
Male,22,5,95000.0,3.5,0.924,5.8,7.0,59,True,4,67,79,57,Pass
Male,21,5,210000.0,3.9,0.859,6.3,8.0,43,False,5,45,44,22,Fail
Female,19,6,75000.0,3.8,1.0,8.1,9.0,36,False,4,34,54,44,Fail
Female,18,2,35000.0,5.6,1.0,7.6,5.0,53,False,4,76,75,72,Pass
Female,19,2,55000.0,2.8,0.919,8.2,4.0,43,False,3,47,47,51,Fail
Female,19,3,,2.9,0.892,8.6,4.0,64,True,3,97,85,91,Pass
Female,18,6,45000.0,4.1,0.879,6.9,7.0,62,False,2,60,59,52,Fail
Female,15,5,50000.0,4.2,0.82,7.2,6.0,57,True,3,82,73,62,Pass
Male,20,5,35000.0,5.2,0.927,5.9,,42,False,3,45,56,44,Fail
Male,20,2,50000.0,3.8,0.808,7.7,4.0,62,False,3,57,68,54,Fail
Male,17,6,70000.0,3.9,0.872,9.3,5.0,62,False,3,86,67,56,Pass
Male,19,4,60000.0,3.6,0.914,7.1,5.0,51,False,3,68,59,56,Pass
Male,20,5,55000.0,4.1,0.856,6.9,6.0,45,False,2,51,48,40,Fail
Female,17,5,60000.0,3.7,0.901,7.4,7.0,49,False,2,37,54,64,Fail
Male,19,2,25000.0,2.7,0.906,9.3,3.0,41,False,4,62,67,76,Pass
Male,19,3,45000.0,3.0,0.864,6.9,7.0,21,False,3,37,31,21,Fail
Female,20,5,60000.0,3.5,0.823,7.7,6.0,37,True,4,49,68,60,Fail
Female,18,1,20000.0,2.5,0.896,6.5,6.0,15,False,2,30,12,35,Fail
Female,17,6,50000.0,3.8,0.78,7.5,7.0,68,False,4,64,57,62,Pass
Female,19,5,25000.0,3.7,0.881,8.3,4.0,50,True,3,78,97,67,Pass
Male,16,4,45000.0,3.4,0.927,6.7,5.0,62,False,3,61,46,60,Fail
Male,18,6,50000.0,5.0,0.919,7.3,3.0,78,True,3,100,100,100,Pass
Female,22,5,75000.0,3.5,0.869,7.3,4.0,53,True,3,60,70,85,Pass
Female,18,5,95000.0,5.0,0.975,8.2,6.0,52,False,4,79,87,53,Pass
Male,18,5,65000.0,3.6,0.977,8.2,4.0,58,True,3,82,89,84,Pass
Male,20,4,25000.0,4.0,0.846,7.7,7.0,57,False,2,49,64,41,Fail
Female,16,5,135000.0,3.5,0.879,8.9,5.0,65,True,2,67,83,61,Pass
Male,17,6,45000.0,3.9,0.886,8.0,5.0,70,True,2,95,74,72,Pass
Female,19,5,100000.0,4.3,0.98,7.4,5.0,53,False,3,61,63,88,Pass
Male,19,3,40000.0,5.7,0.851,,5.0,66,False,2,70,70,81,Pass
Female,19,4,50000.0,3.2,0.875,8.4,7.0,54,False,4,53,48,53,Fail
Male,19,3,55000.0,3.3,0.853,8.6,4.0,46,True,3,85,75,57,Pass
Male,17,5,50000.0,3.6,1.0,8.5,5.0,56,True,3,61,83,89,Pass
Male,17,3,65000.0,3.5,0.881,6.9,5.0,48,True,3,74,57,73,Pass
Female,22,5,80000.0,7.7,0.963,8.8,6.0,35,True,3,100,100,93,Pass
Female,16,4,75000.0,4.4,0.856,8.0,6.0,31,True,2,58,50,64,Fail
Female,17,3,25000.0,3.9,0.975,8.6,5.0,55,False,4,73,68,51,Pass
Male,20,4,35000.0,6.1,0.961,6.6,7.0,46,False,3,63,61,51,Fail
Female,18,3,45000.0,3.7,0.947,7.0,4.0,26,False,3,47,62,52,Fail
Female,19,3,35000.0,4.3,0.91,7.0,5.0,24,True,3,80,72,54,Pass
Female,17,1,15000.0,2.8,0.936,8.0,5.0,26,True,3,69,54,51,Fail
Female,16,2,40000.0,3.3,0.922,9.3,5.0,41,False,2,58,50,49,Fail
Female,18,5,35000.0,3.6,0.865,7.9,4.0,50,True,2,78,65,66,Pass
Male,21,3,40000.0,3.0,0.95,8.8,6.0,50,False,3,65,39,53,Fail
Female,16,5,55000.0,4.0,0.94,6.8,6.0,51,False,2,74,55,53,Pass
Male,18,5,65000.0,3.5,0.795,6.6,5.0,42,False,3,42,48,43,Fail
Male,16,3,60000.0,3.9,0.861,8.3,4.0,47,True,4,73,82,100,Pass
Male,17,3,30000.0,3.1,0.837,9.4,4.0,36,False,3,46,64,49,Fail
Male,20,2,30000.0,3.2,0.835,6.5,5.0,34,False,3,50,45,35,Fail
Female,16,5,45000.0,4.0,0.968,7.8,4.0,65,True,3,100,100,91,Pass
Female,17,5,100000.0,3.6,0.932,6.9,3.0,72,False,4,80,79,63,Pass
Male,18,4,30000.0,3.7,0.82,7.1,5.0,52,False,2,55,66,53,Fail
Male,18,6,15000.0,4.6,0.93,5.7,6.0,54,False,3,53,54,54,Fail
Female,18,3,40000.0,3.2,0.836,7.3,5.0,56,False,3,68,60,52,Pass
Male,20,3,15000.0,5.5,0.928,7.7,5.0,33,False,2,57,53,72,Pass
Female,18,3,30000.0,2.9,0.864,7.6,7.0,38,False,4,53,48,30,Fail
Male,17,5,30000.0,3.5,0.941,8.4,3.0,59,False,2,67,66,76,Pass
Female,17,4,30000.0,3.4,0.895,7.5,5.0,59,True,3,79,73,78,Pass
Female,19,5,90000.0,3.7,0.827,6.6,6.0,54,False,3,28,47,55,Fail
Male,18,3,50000.0,3.3,0.834,7.1,4.0,80,True,4,97,99,92,Pass
Male,19,3,65000.0,3.2,0.854,7.9,6.0,48,False,3,80,57,51,Pass
Female,18,2,15000.0,3.2,0.839,7.7,5.0,25,False,3,51,47,45,Fail
Male,15,3,50000.0,3.8,0.797,7.0,6.0,46,False,4,52,47,51,Fail
Male,20,2,40000.0,2.9,0.87,8.0,4.0,47,False,2,42,63,65,Fail
Male,18,5,170000.0,3.6,0.868,7.9,5.0,49,False,4,62,41,50,Fail
Female,18,3,30000.0,3.7,0.866,9.2,3.0,53,False,3,76,66,77,Pass
Male,20,2,75000.0,5.7,0.999,6.3,8.0,42,True,4,67,50,75,Pass
Male,16,4,75000.0,4.7,0.926,5.9,5.0,56,False,4,82,76,58,Pass
Male,15,7,75000.0,4.2,0.872,6.9,5.0,42,False,3,51,66,50,Fail
Male,17,7,45000.0,4.1,0.863,8.4,4.0,58,False,3,69,81,72,Pass
Male,17,4,25000.0,3.9,0.848,8.4,5.0,46,True,2,88,69,75,Pass
Female,15,5,75000.0,4.1,0.902,7.4,5.0,41,False,3,64,55,56,Fail
Male,18,6,80000.0,6.8,0.86,5.1,10.0,52,True,2,56,58,61,Fail
Male,18,5,60000.0,3.8,1.0,7.5,8.0,60,False,3,45,58,60,Fail
Male,19,2,20000.0,3.4,0.9,7.7,4.0,44,True,4,73,79,81,Pass
Male,17,3,35000.0,3.2,0.921,8.3,4.0,45,False,3,55,68,54,Fail
Male,18,2,20000.0,2.7,0.792,10.0,3.0,48,False,2,63,51,65,Fail
Male,16,2,20000.0,2.9,0.86,8.7,4.0,63,False,3,71,64,56,Pass
Female,18,3,30000.0,2.9,0.965,6.6,7.0,41,False,3,63,54,30,Fail
Female,17,3,60000.0,3.5,0.911,7.2,5.0,60,False,3,65,68,50,Pass
Male,22,5,40000.0,3.6,0.901,5.6,,48,False,4,49,78,42,Fail
Female,19,3,50000.0,5.9,0.936,7.3,8.0,32,True,2,68,68,77,Pass
Female,19,2,20000.0,3.8,0.904,8.3,3.0,53,False,3,69,80,66,Pass
Female,21,4,100000.0,3.9,0.925,6.2,5.0,18,False,2,38,44,53,Fail
Male,20,5,65000.0,4.0,0.823,7.2,5.0,37,False,3,57,41,45,Fail
Male,21,4,45000.0,4.9,0.957,7.1,5.0,56,True,3,84,86,85,Pass
Female,19,3,30000.0,3.2,0.855,7.3,5.0,44,False,3,56,49,55,Fail
Female,17,2,20000.0,3.4,1.0,8.2,6.0,28,False,3,58,49,67,Fail
Male,16,3,55000.0,5.8,1.0,7.9,7.0,27,False,3,68,66,62,Pass
Female,17,6,85000.0,3.7,0.765,8.2,4.0,36,False,4,49,69,54,Fail
Female,22,4,55000.0,3.5,0.93,7.0,5.0,51,False,4,66,55,73,Pass
Male,19,4,85000.0,3.3,0.831,6.1,7.0,37,False,3,21,30,26,Fail
Female,18,6,105000.0,3.8,0.912,6.3,7.0,50,False,5,72,71,59,Pass
Male,19,3,35000.0,4.0,0.997,7.9,5.0,33,False,4,64,61,55,Pass
Female,16,5,30000.0,4.9,0.877,7.9,7.0,57,False,3,61,70,63,Pass
Male,22,5,35000.0,3.6,0.898,6.3,2.0,71,False,3,87,85,68,Pass
Male,19,5,45000.0,3.9,0.787,7.8,4.0,39,False,2,50,49,50,Fail
Male,18,1,25000.0,3.3,0.933,6.8,5.0,47,False,3,31,73,35,Fail
Male,16,6,,4.0,0.896,7.8,6.0,44,False,3,40,56,51,Fail
Female,16,2,25000.0,4.3,0.928,6.7,5.0,49,True,2,79,84,77,Pass
Female,16,5,65000.0,3.7,0.882,7.3,4.0,50,False,3,55,60,60,Fail
Male,16,5,50000.0,3.4,0.812,8.3,4.0,73,True,3,80,100,85,Pass
Female,16,2,25000.0,2.9,0.83,9.0,2.0,44,True,3,85,73,68,Pass
Female,18,7,125000.0,4.2,0.878,8.5,8.0,54,False,4,50,57,60,Fail
Male,18,2,15000.0,3.5,0.922,6.9,5.0,21,False,3,47,35,50,Fail
Male,19,4,35000.0,3.5,0.84,7.1,4.0,48,False,3,47,64,79,Pass
Male,16,5,35000.0,3.6,0.852,7.8,3.0,54,False,3,68,72,55,Pass
Male,16,2,25000.0,2.6,0.854,,4.0,53,False,3,56,51,54,Fail
Female,18,4,40000.0,3.5,0.891,7.7,5.0,52,False,3,70,62,53,Pass
Female,19,5,80000.0,4.0,0.922,8.3,4.0,53,False,4,67,65,56,Pass
Female,18,5,60000.0,4.6,0.976,7.4,6.0,40,False,3,71,37,66,Fail
Female,21,4,20000.0,3.5,0.95,8.1,5.0,55,False,2,69,66,46,Pass
Male,19,5,75000.0,3.7,0.88,8.8,5.0,56,True,3,87,86,73,Pass
Female,18,2,25000.0,2.7,0.848,6.9,6.0,32,True,2,46,61,42,Fail
Female,15,2,45000.0,3.1,0.827,9.3,5.0,31,False,2,47,57,41,Fail
Male,17,5,70000.0,4.8,0.97,7.5,4.0,55,False,4,94,71,86,Pass
Male,17,5,65000.0,3.9,0.974,7.3,6.0,65,False,3,72,61,68,Pass
Male,16,6,185000.0,3.7,0.848,9.8,5.0,64,True,4,87,100,91,Pass
Male,17,7,175000.0,4.7,0.855,8.0,5.0,55,True,3,93,91,88,Pass
Male,20,7,115000.0,4.6,0.978,7.5,6.0,50,True,3,80,80,86,Pass
Female,15,2,30000.0,2.7,0.97,7.9,3.0,27,False,3,64,34,51,Fail
Female,18,2,15000.0,3.9,0.956,7.2,5.0,45,False,3,44,55,45,Fail
Male,20,2,15000.0,3.1,0.931,8.2,7.0,31,False,3,42,48,36,Fail
Female,18,4,55000.0,3.4,0.808,,5.0,43,False,2,57,65,48,Fail
Female,21,2,20000.0,2.6,0.878,7.1,8.0,38,False,2,29,18,23,Fail
Male,20,2,30000.0,3.0,0.954,,4.0,59,False,3,49,85,52,Pass
Female,16,4,35000.0,3.4,0.856,,4.0,55,False,3,72,59,73,Pass
Female,17,5,90000.0,4.0,0.983,6.8,4.0,48,True,3,78,73,76,Pass
Female,18,2,25000.0,3.0,0.862,8.4,3.0,51,True,3,75,70,79,Pass
Female,15,2,20000.0,2.7,0.838,8.1,3.0,82,True,4,84,94,85,Pass
Female,17,5,65000.0,4.4,0.894,7.5,6.0,61,True,3,75,99,68,Pass
Female,19,6,115000.0,3.8,1.0,6.5,3.0,54,True,3,96,80,80,Pass
Male,17,5,145000.0,4.5,0.962,8.3,7.0,46,False,4,56,57,58,Fail
Female,21,3,40000.0,4.1,0.943,7.6,5.0,22,False,2,63,50,65,Fail
Male,19,2,35000.0,2.8,0.922,6.5,4.0,31,True,3,50,66,57,Fail
Male,19,2,30000.0,3.7,0.854,7.4,6.0,56,False,2,40,46,51,Fail
Female,19,2,20000.0,2.9,0.82,8.1,3.0,53,False,2,72,60,58,Pass
Male,15,5,55000.0,3.8,0.845,7.1,4.0,43,True,4,71,79,71,Pass
Female,17,5,65000.0,4.8,0.906,6.1,8.0,54,True,4,56,70,80,Pass
Male,17,1,15000.0,2.4,0.858,7.3,6.0,40,False,3,45,45,35,Fail
Female,17,7,105000.0,4.6,0.965,9.0,6.0,60,False,4,72,93,71,Pass
Male,19,5,55000.0,3.5,0.936,6.1,8.0,54,False,4,55,59,44,Fail
Female,20,4,25000.0,3.4,0.966,8.0,4.0,47,True,2,85,71,76,Pass
Male,17,5,40000.0,4.3,0.909,7.9,3.0,63,False,3,92,76,94,Pass
Female,18,4,70000.0,3.2,0.84,9.0,7.0,46,False,3,48,56,48,Fail
Male,19,3,30000.0,2.9,0.873,9.4,5.0,56,False,3,84,73,54,Pass
Male,17,6,70000.0,4.8,0.931,7.8,5.0,42,False,3,62,83,62,Pass
Male,16,2,30000.0,4.5,0.862,,3.0,45,False,3,54,58,77,Pass
Female,15,3,20000.0,3.0,0.872,7.7,5.0,44,False,3,59,54,50,Fail
Male,20,6,40000.0,4.2,0.855,8.1,6.0,64,False,3,61,62,68,Pass
Male,20,3,,3.1,0.898,9.2,4.0,43,False,2,63,53,70,Pass
Female,16,2,30000.0,3.1,0.85,9.1,6.0,15,False,3,29,50,41,Fail
Female,21,5,70000.0,4.5,0.799,7.9,6.0,66,False,5,68,78,67,Pass
Female,19,4,45000.0,3.4,0.835,7.0,7.0,53,True,3,52,76,63,Pass
Female,15,2,25000.0,4.7,0.942,7.1,5.0,38,False,3,59,56,67,Pass
Female,16,3,70000.0,4.8,0.854,9.1,6.0,34,False,3,52,60,70,Pass
Female,22,4,45000.0,3.4,0.938,6.0,6.0,62,True,2,45,68,77,Pass
Male,21,5,65000.0,3.9,0.867,7.4,6.0,59,False,3,56,46,61,Fail
Female,21,5,85000.0,6.1,0.981,6.8,6.0,47,False,4,73,77,79,Pass
Female,17,5,130000.0,4.3,0.941,7.7,3.0,79,False,3,89,72,85,Pass
Male,17,1,15000.0,2.7,0.829,7.3,4.0,50,True,3,44,58,57,Fail
Female,18,3,45000.0,3.1,0.756,8.6,3.0,55,False,3,57,65,55,Fail
Male,19,3,35000.0,3.9,0.85,6.8,6.0,43,False,4,44,58,63,Fail
Female,17,4,35000.0,3.2,0.994,7.2,4.0,42,False,3,64,63,47,Fail
Female,17,3,40000.0,3.8,0.944,6.6,5.0,52,True,3,76,64,69,Pass
Male,19,5,,4.1,1.0,7.8,5.0,69,False,4,79,86,74,Pass
Male,20,4,70000.0,5.1,0.899,8.7,3.0,67,True,2,100,100,100,Pass
Male,18,3,80000.0,3.1,0.892,7.3,3.0,40,False,3,56,61,30,Fail
Male,19,6,55000.0,3.8,0.892,8.3,4.0,67,True,3,84,100,90,Pass
Male,19,1,20000.0,3.2,0.908,8.1,5.0,47,True,2,55,80,55,Pass
Male,18,2,15000.0,3.1,0.961,9.2,5.0,29,False,3,51,37,35,Fail
Male,16,4,15000.0,5.4,0.943,9.3,7.0,32,False,3,62,76,76,Pass
Female,19,6,40000.0,6.5,0.953,7.2,5.0,58,False,2,71,100,79,Pass
Female,20,1,30000.0,2.4,0.872,8.5,3.0,47,False,2,43,46,57,Fail
Male,15,3,25000.0,3.2,0.859,8.6,7.0,44,False,3,50,59,26,Fail
Female,15,5,,3.5,1.0,7.8,5.0,59,True,2,100,82,73,Pass
Male,19,2,75000.0,2.9,0.837,8.9,5.0,40,True,3,73,61,54,Pass
Male,18,4,75000.0,3.5,0.888,8.1,5.0,61,False,4,64,63,63,Pass
Male,19,4,15000.0,3.9,0.911,7.6,7.0,43,False,3,43,53,63,Fail
Female,15,5,45000.0,3.5,0.866,7.7,7.0,32,False,3,45,42,26,Fail
Female,16,6,35000.0,4.8,0.811,8.1,4.0,64,False,2,70,77,75,Pass
Female,19,2,35000.0,3.8,0.93,8.7,7.0,26,False,3,48,40,45,Fail
Female,20,2,20000.0,2.8,0.809,9.2,5.0,39,True,2,62,48,50,Fail
Male,18,4,25000.0,3.4,0.897,6.9,7.0,49,True,2,59,57,56,Fail
Male,16,1,15000.0,2.8,0.889,8.5,6.0,29,False,3,46,21,45,Fail
Male,17,3,80000.0,3.2,0.89,6.0,6.0,51,True,4,58,83,62,Pass
Female,22,4,35000.0,3.2,0.812,7.0,4.0,48,False,2,48,34,34,Fail
Female,20,2,25000.0,2.9,0.874,7.6,3.0,72,False,3,71,57,72,Pass
Female,20,7,185000.0,4.1,0.926,8.0,4.0,60,True,4,82,94,90,Pass
Male,18,6,65000.0,3.7,0.785,7.3,5.0,48,False,3,65,53,45,Fail
Female,18,2,35000.0,4.0,0.906,8.3,5.0,40,True,2,82,55,69,Pass
Female,19,2,45000.0,2.6,0.827,,4.0,52,False,3,69,50,53,Fail
Male,19,3,30000.0,5.7,0.871,7.9,8.0,50,True,2,77,54,80,Pass
Female,17,3,90000.0,3.5,0.835,8.0,3.0,48,False,2,52,46,58,Fail
Male,18,2,45000.0,4.0,0.891,7.8,6.0,28,True,4,77,75,60,Pass
Male,15,2,25000.0,3.0,0.876,10.7,4.0,61,False,3,76,73,55,Pass
Female,16,6,145000.0,4.3,0.989,7.5,5.0,47,False,3,65,76,61,Pass
